日期,收市,開市,高,低,成交量,更改%
2014年9月26日,"23,670.00","23,767.00","23,780.00","23,532.00",67.05K,-0.38%
2014年9月25日,"23,760.00","23,870.00","24,047.00","23,734.00",94.45K,-0.49%
2014年9月24日,"23,878.00","23,793.00","23,992.00","23,713.00",100.35K,0.27%
2014年9月23日,"23,814.00","23,998.00","24,012.00","23,796.00",73.66K,-0.74%
2014年9月22日,"23,991.00","24,300.00","24,308.00","23,930.00",56.94K,-1.24%
2014年9月19日,"24,292.00","24,161.00","24,418.00","24,123.00",60.88K,0.58%
2014年9月18日,"24,153.00","24,378.00","24,419.00","24,072.00",58.15K,-0.91%
2014年9月17日,"24,375.00","24,175.00","24,485.00","24,152.00",49.34K,0.79%
2014年9月16日,"24,183.00","24,419.00","24,428.00","24,141.00",36.33K,-0.93%
2014年9月15日,"24,409.00","24,561.00","24,577.00","24,280.00",47.67K,-0.62%
2014年9月12日,"24,561.00","24,637.00","24,686.00","24,444.00",44.02K,-0.35%
2014年9月11日,"24,648.00","24,640.00","24,739.00","24,556.00",45.70K,0.07%
2014年9月10日,"24,630.00","25,144.00","25,161.00","24,601.00",60.76K,-2.06%
2014年9月8日,"25,147.00","25,156.00","25,240.00","24,994.00",34.98K,-0.06%
2014年9月5日,"25,161.00","25,188.00","25,350.00","25,109.00",43.52K,-0.14%
2014年9月4日,"25,197.00","25,303.00","25,359.00","25,163.00",54.01K,-0.47%
2014年9月3日,"25,315.00","24,695.00","25,332.00","24,635.00",74.95K,2.52%
2014年9月2日,"24,692.00","24,690.00","24,773.00","24,525.00",50.52K,-0.02%
2014年9月1日,"24,697.00","24,684.00","24,851.00","24,591.00",43.10K,0.05%
2014年8月29日,"24,685.00","24,657.00","24,758.00","24,542.00",45.39K,-0.84%
2014年8月28日,"24,895.00","24,936.00","25,056.00","24,881.00",10.87K,-0.15%
2014年8月27日,"24,932.00","25,083.00","25,182.00","24,859.00",66.41K,-0.60%
2014年8月26日,"25,083.00","25,189.00","25,207.00","25,066.00",97.94K,-0.37%
2014年8月25日,"25,175.00","25,098.00","25,260.00","24,914.00",92.46K,0.30%
2014年8月22日,"25,099.00","24,997.00","25,158.00","24,990.00",51.12K,0.42%
2014年8月21日,"24,995.00","25,115.00","25,174.00","24,905.00",55.89K,-0.47%
2014年8月20日,"25,113.00","25,103.00","25,189.00","25,054.00",36.99K,0.02%
2014年8月19日,"25,107.00","24,905.00","25,177.00","24,857.00",57.79K,0.82%
2014年8月18日,"24,903.00","24,918.00","24,964.00","24,696.00",50.30K,0.00%
2014年8月15日,"24,904.00","24,756.00","24,972.00","24,743.00",45.69K,0.60%
2014年8月14日,"24,756.00","24,925.00","24,998.00","24,671.00",58.04K,-0.56%
2014年8月13日,"24,895.00","24,640.00","24,910.00","24,558.00",57.43K,1.06%
2014年8月12日,"24,633.00","24,602.00","24,701.00","24,480.00",44.52K,0.15%
2014年8月11日,"24,596.00","24,312.00","24,618.00","24,312.00",44.37K,1.22%
2014年8月8日,"24,300.00","24,371.00","24,475.00","24,126.00",69.66K,-0.29%
2014年8月7日,"24,370.00","24,480.00","24,496.00","24,317.00",46.79K,-0.53%
2014年8月6日,"24,500.00","24,599.00","24,605.00","24,343.00",52.14K,-0.37%
2014年8月5日,"24,591.00","24,506.00","24,680.00","24,430.00",50.67K,0.31%
2014年8月4日,"24,515.00","24,495.00","24,668.00","24,402.00",52.38K,-0.08%
2014年8月3日,"24,535.00","24,535.00","24,535.00","24,535.00",-,0.15%
2014年8月1日,"24,498.00","24,754.00","24,766.00","24,455.00",65.59K,-1.10%
2014年7月31日,"24,771.00","24,760.00","24,875.00","24,646.00",55.37K,-0.21%
2014年7月30日,"24,824.00","24,640.00","24,920.00","24,640.00",12.82K,0.79%
2014年7月29日,"24,630.00","24,395.00","24,683.00","24,371.00",65.47K,0.96%
2014年7月28日,"24,395.00","24,233.00","24,500.00","24,155.00",115.66K,0.66%
2014年7月25日,"24,235.00","24,160.00","24,250.00","24,075.00",81.88K,0.35%
2014年7月24日,"24,151.00","23,958.00","24,167.00","23,949.00",62.89K,0.80%
2014年7月23日,"23,959.00","23,795.00","23,980.00","23,795.00",59.66K,0.71%
2014年7月22日,"23,789.00","23,328.00","23,834.00","23,301.00",71.78K,1.98%
2014年7月21日,"23,326.00","23,409.00","23,494.00","23,307.00",31.73K,-0.35%
2014年7月18日,"23,409.00","23,486.00","23,490.00","23,205.00",52.11K,-0.36%
2014年7月17日,"23,493.00","23,530.00","23,626.00","23,402.00",41.16K,-0.09%
2014年7月16日,"23,513.00","23,417.00","23,588.00","23,371.00",39.77K,0.32%
2014年7月15日,"23,439.00","23,368.00","23,495.00","23,352.00",29.58K,0.31%
2014年7月14日,"23,366.00","23,202.00","23,497.00","23,170.00",41.78K,0.64%
2014年7月11日,"23,218.00","23,191.00","23,340.00","22,953.00",48.99K,0.05%
2014年7月10日,"23,206.00","23,150.00","23,291.00","23,143.00",27.91K,0.20%
2014年7月9日,"23,159.00","23,535.00","23,540.00","23,111.00",50.75K,-1.64%
2014年7月8日,"23,544.00","23,528.00","23,579.00","23,460.00",27.03K,0.03%
2014年7月7日,"23,538.00","23,549.00","23,597.00","23,432.00",30.60K,-0.12%
2014年7月6日,"23,566.00","23,566.00","23,566.00","23,566.00",-,0.08%
2014年7月4日,"23,547.00","23,539.00","23,639.00","23,502.00",27.09K,0.00%
2014年7月3日,"23,548.00","23,554.00","23,616.00","23,496.00",38.29K,0.01%
2014年7月2日,"23,545.00","23,100.00","23,576.00","23,063.00",62.65K,1.91%
2014年6月30日,"23,104.00","23,094.00","23,255.00","22,764.00",52.83K,-0.39%
2014年6月27日,"23,194.00","23,188.00","23,298.00","23,101.00",12.81K,0.01%
2014年6月26日,"23,192.00","22,893.00","23,231.00","22,862.00",61.44K,1.28%
2014年6月25日,"22,898.00","22,875.00","22,949.00","22,801.00",80.17K,0.05%
2014年6月24日,"22,887.00","22,770.00","22,943.00","22,764.00",86.25K,0.53%
2014年6月23日,"22,766.00","23,174.00","23,477.00","22,747.00",105.50K,-1.75%
2014年6月20日,"23,171.00","23,194.00","23,313.00","23,156.00",43.52K,-0.10%
2014年6月19日,"23,195.00","23,167.00","23,346.00","23,114.00",44.17K,0.09%
2014年6月18日,"23,173.00","23,162.00","23,278.00","23,100.00",38.47K,0.07%
2014年6月17日,"23,156.00","23,214.00","23,235.00","23,061.00",35.80K,-0.27%
2014年6月16日,"23,218.00","23,254.00","23,302.00","23,165.00",32.75K,-0.13%
2014年6月13日,"23,249.00","23,143.00","23,370.00","22,988.00",53.67K,0.46%
2014年6月12日,"23,143.00","23,091.00","23,186.00","22,980.00",34.48K,0.16%
2014年6月11日,"23,106.00","23,183.00","23,221.00","23,026.00",35.16K,-0.31%
2014年6月10日,"23,177.00","23,006.00","23,266.00","22,934.00",57.53K,0.73%
2014年6月9日,"23,008.00","22,796.00","23,050.00","22,780.00",37.98K,0.96%
2014年6月6日,"22,790.00","22,980.00","23,134.00","22,782.00",55.18K,-0.85%
2014年6月5日,"22,985.00","22,976.00","23,068.00","22,898.00",35.98K,-0.03%
2014年6月4日,"22,992.00","23,110.00","23,128.00","22,967.00",36.80K,-0.48%
2014年6月3日,"23,104.00","22,906.00","23,230.00","22,905.00",48.87K,0.85%
2014年5月30日,"22,910.00","22,895.00","23,034.00","22,830.00",51.87K,-0.97%
2014年5月29日,"23,134.00","23,031.00","23,197.00","23,004.00",12.57K,0.43%
2014年5月28日,"23,036.00","22,953.00","23,217.00","22,933.00",69.95K,0.37%
2014年5月27日,"22,951.00","22,963.00","22,990.00","22,872.00",74.31K,0.01%
2014年5月26日,"22,948.00","22,945.00","23,149.00","22,868.00",60.08K,0.07%
2014年5月23日,"22,931.00","22,918.00","22,980.00","22,862.00",47.77K,0.07%
2014年5月22日,"22,915.00","22,794.00","23,022.00","22,787.00",56.09K,0.53%
2014年5月21日,"22,794.00","22,690.00","22,836.00","22,575.00",55.97K,0.31%
2014年5月20日,"22,723.00","22,570.00","22,809.00","22,522.00",51.03K,0.66%
2014年5月19日,"22,574.00","22,578.00","22,685.00","22,390.00",48.18K,0.00%
2014年5月16日,"22,575.00","22,532.00","22,588.00","22,398.00",42.49K,0.11%
2014年5月15日,"22,550.00","22,387.00","22,680.00","22,386.00",53.53K,0.73%
2014年5月14日,"22,386.00","22,191.00","22,550.00","22,170.00",50.12K,0.84%
2014年5月13日,"22,199.00","22,112.00","22,250.00","22,104.00",39.56K,0.37%
2014年5月12日,"22,118.00","21,671.00","22,280.00","21,610.00",84.69K,2.00%
2014年5月11日,"21,684.00","21,684.00","21,684.00","21,684.00",-,0.04%
2014年5月9日,"21,676.00","21,622.00","21,752.00","21,503.00",44.42K,0.23%
2014年5月8日,"21,627.00","21,550.00","21,774.00","21,550.00",47.07K,0.32%
2014年5月7日,"21,559.00","21,751.00","21,789.00","21,488.00",52.01K,-0.99%
2014年5月5日,"21,775.00","22,024.00","22,170.00","21,683.00",56.99K,-1.13%
2014年5月2日,"22,024.00","21,856.00","22,095.00","21,835.00",37.88K,0.88%
2014年4月30日,"21,832.00","22,300.00","22,335.00","21,816.00",60.97K,-1.71%
2014年4月29日,"22,212.00","22,164.00","22,231.00","22,100.00",12.35K,0.25%
2014年4月28日,"22,157.00","22,175.00","22,216.00","22,057.00",71.67K,-0.08%
2014年4月25日,"22,175.00","22,548.00","22,580.00","22,150.00",113.13K,-1.63%
2014年4月24日,"22,543.00","22,474.00","22,588.00","22,390.00",55.01K,0.33%
2014年4月23日,"22,468.00","22,739.00","22,822.00","22,460.00",58.28K,-1.18%
2014年4月22日,"22,737.00","22,737.00","22,827.00","22,613.00",48.52K,-0.03%
2014年4月17日,"22,743.00","22,708.00","22,836.00","22,627.00",36.58K,0.21%
2014年4月16日,"22,696.00","22,644.00","22,885.00","22,568.00",61.55K,0.17%
2014年4月15日,"22,657.00","23,078.00","23,137.00","22,630.00",59.76K,-1.81%
2014年4月14日,"23,075.00","22,995.00","23,115.00","22,880.00",48.48K,0.33%
2014年4月11日,"23,000.00","23,257.00","23,416.00","22,938.00",68.91K,-1.18%
2014年4月10日,"23,275.00","22,876.00","23,285.00","22,738.00",95.52K,1.79%
2014年4月9日,"22,866.00","22,624.00","22,962.00","22,575.00",64.38K,1.04%
2014年4月8日,"22,630.00","22,389.00","22,650.00","22,335.00",57.36K,1.03%
2014年4月7日,"22,400.00","22,535.00","22,752.00","22,303.00",45.21K,-0.58%
2014年4月4日,"22,530.00","22,554.00","22,600.00","22,437.00",43.42K,-0.11%
2014年4月3日,"22,554.00","22,501.00","22,750.00","22,462.00",51.55K,0.18%
2014年4月2日,"22,514.00","22,426.00","22,570.00","22,397.00",50.31K,0.45%
2014年4月1日,"22,413.00","22,135.00","22,446.00","22,125.00",59.47K,1.23%
2014年3月31日,"22,140.00","22,061.00","22,201.00","22,010.00",44.88K,0.29%
2014年3月28日,"22,077.00","21,818.00","22,107.00","21,796.00",13.46K,1.11%
2014年3月27日,"21,835.00","21,881.00","22,003.00","21,713.00",74.14K,-0.19%
2014年3月26日,"21,876.00","21,733.00","22,005.00","21,725.00",92.82K,0.63%
2014年3月25日,"21,739.00","21,802.00","21,843.00","21,692.00",80.03K,-0.33%
2014年3月24日,"21,811.00","21,405.00","21,868.00","21,405.00",77.78K,1.75%
2014年3月21日,"21,436.00","21,149.00","21,450.00","21,051.00",67.84K,1.35%
2014年3月20日,"21,150.00","21,535.00","21,551.00","21,102.00",75.17K,-1.78%
2014年3月19日,"21,533.00","21,556.00","21,660.00","21,450.00",50.88K,-0.11%
2014年3月18日,"21,556.00","21,419.00","21,590.00","21,419.00",50.42K,0.76%
2014年3月17日,"21,393.00","21,507.00","21,564.00","21,361.00",49.18K,-0.53%
2014年3月14日,"21,507.00","21,749.00","21,810.00","21,455.00",61.41K,-1.12%
2014年3月13日,"21,751.00","21,885.00","22,026.00","21,714.00",63.72K,-0.71%
2014年3月12日,"21,906.00","22,220.00","22,258.00","21,852.00",58.57K,-1.44%
2014年3月11日,"22,225.00","22,188.00","22,280.00","22,051.00",40.92K,0.18%
2014年3月10日,"22,185.00","22,580.00","22,660.00","22,100.00",55.99K,-1.80%
2014年3月7日,"22,592.00","22,630.00","22,770.00","22,512.00",50.11K,-0.15%
2014年3月6日,"22,626.00","22,536.00","22,720.00","22,446.00",51.36K,0.42%
2014年3月5日,"22,532.00","22,623.00","22,813.00","22,429.00",54.99K,-0.43%
2014年3月4日,"22,629.00","22,431.00","22,733.00","22,290.00",63.75K,0.92%
2014年3月3日,"22,422.00","22,788.00","22,867.00","22,361.00",60.65K,-1.69%
2014年2月28日,"22,807.00","22,784.00","22,937.00","22,622.00",63.64K,0.64%
2014年2月27日,"22,661.00","22,405.00","22,666.00","22,321.00",13.64K,1.11%
2014年2月26日,"22,412.00","22,336.00","22,514.00","22,263.00",65.66K,0.31%
2014年2月25日,"22,342.00","22,366.00","22,556.00","22,236.00",113.00K,-0.16%
2014年2月24日,"22,377.00","22,576.00","22,642.00","22,245.00",71.92K,-0.90%
2014年2月21日,"22,581.00","22,382.00","22,690.00","22,351.00",56.31K,0.93%
2014年2月20日,"22,374.00","22,636.00","22,751.00","22,250.00",69.90K,-1.16%
2014年2月19日,"22,636.00","22,567.00","22,721.00","22,505.00",48.73K,0.24%
2014年2月18日,"22,581.00","22,519.00","22,606.00","22,434.00",40.84K,0.23%
2014年2月17日,"22,529.00","22,327.00","22,587.00","22,324.00",44.72K,0.92%
2014年2月14日,"22,324.00","22,154.00","22,410.00","22,068.00",50.39K,0.74%
2014年2月13日,"22,160.00","22,258.00","22,373.00","22,065.00",50.30K,-0.44%
2014年2月12日,"22,258.00","21,927.00","22,296.00","21,903.00",64.65K,1.63%
2014年2月11日,"21,902.00","21,510.00","21,998.00","21,478.00",60.82K,1.79%
2014年2月10日,"21,517.00","21,523.00","21,696.00","21,466.00",49.66K,-0.05%
2014年2月7日,"21,527.00","21,327.00","21,649.00","21,315.00",64.05K,0.91%
2014年2月6日,"21,332.00","21,209.00","21,388.00","21,138.00",50.22K,0.64%
2014年2月5日,"21,197.00","21,449.00","21,545.00","21,143.00",64.09K,-1.17%
2014年2月4日,"21,447.00","21,475.00","21,595.00","21,342.00",62.71K,-2.53%
2014年2月3日,"22,004.50","21,982.50","22,004.50","21,982.50",-,-0.03%
2014年1月30日,"22,012.00","22,114.00","22,120.00","21,662.00",38.96K,-0.77%
2014年1月29日,"22,182.00","21,996.00","22,249.00","21,942.00",17.87K,0.78%
2014年1月28日,"22,011.00","21,935.00","22,011.00","21,881.00",74.17K,0.39%
2014年1月27日,"21,925.00","22,410.00","22,412.00","21,850.00",126.98K,-2.23%
2014年1月24日,"22,424.00","22,732.00","22,762.00","22,410.00",96.16K,-1.31%
2014年1月23日,"22,721.00","23,040.00","23,148.00","22,690.00",83.10K,-1.45%
2014年1月22日,"23,055.00","23,056.00","23,139.00","22,911.00",54.47K,0.03%
2014年1月21日,"23,047.00","22,874.00","23,184.00","22,874.00",53.67K,0.78%
2014年1月20日,"22,869.00","23,160.00","23,242.00","22,857.00",57.84K,-1.28%
2014年1月17日,"23,166.00","22,961.00","23,291.00","22,838.00",73.69K,0.84%
2014年1月16日,"22,973.00","22,932.00","23,120.00","22,907.00",40.38K,0.27%
2014年1月15日,"22,910.00","22,766.00","23,028.00","22,752.00",44.57K,0.62%
2014年1月14日,"22,769.00","22,825.00","22,883.00","22,563.00",50.13K,-0.30%
2014年1月13日,"22,838.00","22,825.00","22,847.00","22,810.00",0.18K,-0.11%
2014年1月10日,"22,863.00","22,775.00","22,961.00","22,680.00",53.27K,0.33%
2014年1月9日,"22,788.00","22,964.00","23,026.00","22,686.00",51.04K,-0.68%
2014年1月8日,"22,944.00","22,634.00","23,055.00","22,621.00",59.88K,1.47%
2014年1月7日,"22,612.00","22,663.00","22,784.00","22,596.00",42.61K,-0.30%
2014年1月6日,"22,679.00","22,790.00","22,880.00","22,549.00",50.44K,-0.49%
2014年1月3日,"22,790.00","23,333.00","23,359.00","22,752.00",66.39K,-2.33%
2014年1月2日,"23,334.00","23,414.00","23,512.00","23,168.00",42.00K,0.00%
2014年1月1日,"23,334.50","23,334.50","23,334.50","23,334.50",-,0.01%
2013年12月31日,"23,333.00","23,253.00","23,408.00","23,230.00",21.97K,0.38%
2013年12月30日,"23,244.00","23,262.00","23,398.00","23,233.00",10.20K,-0.15%
2013年12月27日,"23,278.00","23,122.00","23,295.00","23,028.00",46.44K,0.30%
2013年12月26日,"23,207.50","23,207.50","23,207.50","23,207.50",-,-0.01%
2013年12月24日,"23,209.00","22,922.00","23,229.00","22,911.00",49.04K,1.24%
2013年12月23日,"22,924.00","22,832.00","22,996.00","22,825.00",88.00K,0.40%
2013年12月20日,"22,832.00","22,880.00","22,950.00","22,692.00",80.12K,0.00%
2013年12月19日,"22,833.00","23,187.00","23,415.00","22,719.00",85.12K,-1.50%
2013年12月18日,"23,180.00","23,053.00","23,240.00","22,986.00",44.37K,0.51%
2013年12月17日,"23,062.00","23,102.00","23,329.00","23,010.00",44.44K,-0.12%
2013年12月16日,"23,089.00","23,257.00","23,257.00","22,983.00",54.55K,-0.65%
2013年12月13日,"23,240.00","23,192.00","23,328.00","22,993.00",55.85K,0.23%
2013年12月12日,"23,186.00","23,344.00","23,401.00","23,153.00",52.68K,-0.69%
2013年12月11日,"23,346.00","23,775.00","23,778.00","23,259.00",70.72K,-1.77%
2013年12月10日,"23,766.00","23,775.00","23,848.00","23,726.00",36.28K,-0.01%
2013年12月9日,"23,769.00","23,760.00","24,048.00","23,726.00",46.62K,0.03%
2013年12月6日,"23,762.00","23,710.00","23,861.00","23,610.00",42.83K,0.27%
2013年12月5日,"23,698.00","23,713.00","23,728.00","23,550.00",46.56K,-0.14%
2013年12月4日,"23,731.00","23,907.00","23,912.00","23,532.00",62.43K,-0.74%
2013年12月3日,"23,908.00","24,020.00","24,050.00","23,820.00",44.43K,-0.52%
2013年12月2日,"24,032.00","23,918.00","24,165.00","23,870.00",57.07K,0.46%
2013年11月29日,"23,921.00","23,856.00","23,941.00","23,829.00",32.88K,-0.08%
2013年11月28日,"23,941.00","23,803.00","24,020.00","23,794.00",13.07K,0.52%
2013年11月27日,"23,818.00","23,725.00","23,874.00","23,627.00",68.24K,0.38%
2013年11月26日,"23,729.00","23,740.00","23,784.00","23,673.00",95.33K,-0.06%
2013年11月25日,"23,744.00","23,727.00","23,960.00","23,701.00",72.72K,-0.05%
2013年11月24日,"23,755.50","23,755.50","23,755.50","23,755.50",-,0.09%
2013年11月22日,"23,734.00","23,601.00","23,795.00","23,593.00",50.65K,0.61%
2013年11月21日,"23,590.00","23,760.00","23,800.00","23,523.00",57.80K,-0.70%
2013年11月20日,"23,757.00","23,720.00","23,877.00","23,714.00",48.27K,0.01%
2013年11月19日,"23,754.00","23,669.00","23,943.00","23,618.00",68.81K,0.36%
2013年11月18日,"23,668.00","23,000.00","23,737.00","22,980.00",96.08K,2.89%
2013年11月15日,"23,003.00","22,565.00","23,042.00","22,518.00",69.22K,2.03%
2013年11月14日,"22,546.00","22,493.00","22,654.00","22,390.00",51.93K,0.15%
2013年11月13日,"22,512.00","22,850.00","22,864.00","22,426.00",68.25K,-1.54%
2013年11月12日,"22,865.00","23,022.00","23,104.00","22,826.00",64.26K,-0.71%
2013年11月11日,"23,028.00","22,740.00","23,149.00","22,623.00",66.05K,1.26%
2013年11月8日,"22,742.00","22,822.00","22,920.00","22,650.00",47.70K,-0.32%
2013年11月7日,"22,815.00","23,032.00","23,103.00","22,800.00",55.17K,-0.98%
2013年11月6日,"23,040.00","22,994.00","23,123.00","22,915.00",51.51K,0.13%
2013年11月5日,"23,010.00","23,199.00","23,344.00","22,911.00",65.46K,-0.69%
2013年11月4日,"23,170.00","23,251.00","23,390.00","23,157.00",49.08K,-0.36%
2013年11月1日,"23,254.00","23,252.00","23,355.00","23,160.00",47.27K,0.05%
2013年10月31日,"23,242.00","23,300.00","23,311.00","23,111.00",49.10K,0.75%
2013年10月30日,"23,068.00","22,889.00","23,088.00","22,802.00",13.28K,0.88%
2013年10月29日,"22,867.00","22,780.00","22,998.00","22,720.00",105.88K,0.38%
2013年10月28日,"22,781.00","22,665.00","22,849.00","22,662.00",84.39K,0.53%
2013年10月25日,"22,662.00","22,797.00","22,855.00","22,610.00",90.33K,-0.36%
2013年10月24日,"22,743.50","22,939.50","22,957.50","22,725.50",-,-0.70%
2013年10月23日,"22,903.50","23,442.50","23,524.50","22,879.50",-,-2.41%
2013年10月22日,"23,468.50","23,319.50","23,546.50","23,253.50",-,0.31%
2013年10月21日,"23,396.50","23,433.50","23,521.50","23,332.50",-,0.23%
2013年10月18日,"23,342.50","23,231.50","23,406.50","23,162.50",-,1.03%
2013年10月17日,"23,104.50","23,359.50","23,374.50","22,942.50",-,-0.90%
2013年10月16日,"23,314.50","23,370.50","23,370.50","23,085.50",-,-0.09%
2013年10月15日,"23,335.50","23,491.50","23,491.50","23,260.50",-,0.16%
2013年10月11日,"23,298.50","23,320.50","23,382.50","23,203.50",-,0.62%
2013年10月10日,"23,154.50","23,040.50","23,175.50","22,706.50",-,0.93%
2013年10月9日,"22,941.50","22,991.50","23,057.50","22,929.50",-,-0.67%
2013年10月8日,"23,095.50","22,863.50","23,223.50","22,863.50",-,0.26%
2013年10月7日,"23,036.50","23,145.50","23,148.50","22,865.50",-,-0.71%
2013年10月4日,"23,201.50","23,015.50","23,245.50","22,974.50",-,0.32%
2013年10月3日,"23,126.50","23,084.50","23,241.50","23,065.50",-,0.45%
2013年10月2日,"23,022.50","22,966.50","23,144.50","22,906.50",-,0.82%
2013年9月30日,"22,835.50","22,964.50","22,983.50","22,745.50",-,-1.22%
2013年9月27日,"23,118.50","23,213.50","23,362.50","23,107.50",-,-0.20%
